ID.Symbol	ID.Description	ID.Ensembl	logFC	AveExpr	t	P.Value	adj.P.Val	B
17422443	Hes5	hairy and enhancer of split 5 (Drosophila)	ENSMUSG00000048001	1.94320361035183	9.08153449482633	3.09985901948663	0.0148990172934716	0.112037335851961	-3.17154072881458
17546797	Uty	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome	ENSMUSG00000068457	1.94109980534211	6.5316165354504	2.07195193798152	0.0724544888332601	0.264071778605496	-4.73033925763685
17352862	Aqp4	aquaporin 4	ENSMUSG00000024411	1.92960438104986	7.36118140564186	3.210471451764	0.0126253487969486	0.102325119055288	-3.00430270053651
17303504	Cadps	Ca2+-dependent secretion activator	ENSMUSG00000054423	1.9232098887133	5.89499749702511	5.18588714639771	0.0008709523339336	0.0290560833407377	-0.279088663394275
17425301	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	ENSMUSG00000015243	1.91867439296443	8.9660199327431	5.65712647885415	0.000499795746629401	0.0222590253550799	0.283504398297583
17438246	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	ENSMUSG00000029231	1.91512360840248	6.2894258760533	2.84203175480038	0.022026022932382	0.136012102326263	-3.56421935288707
17480675	P4ha3	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	ENSMUSG00000051048	1.9135979594454	7.340139104373	8.6644637115701	2.64666996483023e-05	0.0091133669122321	3.16235299230558
17354078	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	ENSMUSG00000024500	1.88815563051414	7.47800441174534	4.49125324883051	0.00209069986685543	0.0425056721759089	-1.17157984196252
17448712	Tec	tec protein tyrosine kinase	ENSMUSG00000029217	1.88355931570828	6.52178205642793	3.6693071690663	0.00645590637819608	0.0726312471465461	-2.32306083013246
17377144	Slc24a3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	ENSMUSG00000063873	1.87097450344138	7.91074579504186	9.39098269855628	1.47399232300677e-05	0.00734062959851664	3.70627269598267
17353267	Gpr17	G protein-coupled receptor 17	ENSMUSG00000052229	1.86887909196762	6.19147603152788	10.9924070039351	4.60261912479793e-06	0.00646826397508595	4.74695709943297
17306098	Rnase1	ribonuclease, RNase A family, 1 (pancreatic)	ENSMUSG00000035896	1.86042416693867	6.27690657623198	4.97113755962009	0.00113329127249789	0.032717265810482	-0.546899826208356
17487381	Apoe	apolipoprotein E	ENSMUSG00000002985	1.85021013163869	7.43055635242121	5.70316287403792	0.000474158136440771	0.0217926358386686	0.336649513748982
17227616	Crb1	crumbs family member 1, photoreceptor morphogenesis associated	ENSMUSG00000063681	1.82946247812454	7.25316483522661	7.598645050894	6.75245991296607e-05	0.0111578926913686	2.26813934682714
17448595	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	ENSMUSG00000029211	1.80492021593607	6.011912132666	3.93848101296893	0.00441451294378338	0.0600165805451565	-1.93524584780289
17426434	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	ENSMUSG00000028351	1.79055393196591	6.29550877460485	3.79829367299651	0.00537395427914972	0.0663597905199755	-2.1360063463737
17223946	Erbb4	erb-b2 receptor tyrosine kinase 4	ENSMUSG00000062209	1.78798785130811	8.888229132536	4.02866076591787	0.00389577602838168	0.0564159341680132	-1.80756012945434
17454692	Mmd2	monocyte to macrophage differentiation-associated 2	ENSMUSG00000039533	1.78630446661873	9.00036024553776	2.79820482260998	0.0235536484177106	0.140897524367108	-3.63121789681025
17501250	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	ENSMUSG00000031613	1.78457231595391	5.43493951157584	7.90406471201155	5.11011460442054e-05	0.0102005298798925	2.53700110318181
17432904	Draxin	dorsal inhibitory axon guidance protein	ENSMUSG00000029005	1.77922736811073	8.28580628300122	2.91978724941395	0.0195633761563763	0.12836912249252	-3.44548127987963
17397575	Postn	periostin, osteoblast specific factor	ENSMUSG00000027750	1.76086058372973	4.52396621602346	2.84009402760753	0.022091348173636	0.136144209071218	-3.56718068359467
17520624	Rbp1	retinol binding protein 1, cellular	ENSMUSG00000046402	1.75022756160467	9.37138225063415	4.79329840540791	0.00141644912362677	0.035673217164653	-0.77417057895415
17351001	Camk2a	calcium/calmodulin-dependent protein kinase II alpha	ENSMUSG00000024617	1.71838081954122	7.57010814262229	2.64583633518852	0.0297704301014392	0.159257100473274	-3.86427176142088
17294086	Adcy2	adenylate cyclase 2	ENSMUSG00000021536	1.71390830469718	9.14909510212886	6.93557313854072	0.000127605631187891	0.0131075571479259	1.64636149553798
17354282	Cdo1	cysteine dioxygenase 1, cytosolic	ENSMUSG00000033022	1.71268580378468	7.30398376829372	4.55491232033295	0.00192384496146254	0.0407956683763509	-1.0866315876697
17516795	Dscaml1	Down syndrome cell adhesion molecule like 1	ENSMUSG00000032087	1.69582391862986	6.47779840725083	4.29122079493618	0.00272576207743332	0.047957360942949	-1.44260021407784
17425095	Gabbr2	gamma-aminobutyric acid (GABA) B receptor, 2	ENSMUSG00000039809	1.69451748591533	8.32125128162743	4.78525959720292	0.00143095575059186	0.0357623537990659	-0.784561594933463
17402438	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	ENSMUSG00000053819	1.69251917728856	7.07985050234319	12.9152746939252	1.36866224735786e-06	0.00329893223688157	5.76274659597685
17306147	Ndrg2	N-myc downstream regulated gene 2	ENSMUSG00000004558	1.69196702468557	10.463024971317	4.92550062235134	0.00119952370934538	0.033349772038192	-0.604746502324017
17456308	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	ENSMUSG00000060882	1.69019393104476	8.21676654824235	4.38795352741215	0.00239584983927996	0.0452751470211146	-1.31076756766466
17351196	Apcdd1	adenomatosis polyposis coli down-regulated 1	ENSMUSG00000071847	1.66531835396021	9.8576299888342	3.42168120050756	0.00924028622949654	0.0868875289018068	-2.68791890196369
17224180	Igfbp5	insulin-like growth factor binding protein 5	ENSMUSG00000026185	1.66470781532968	10.5796304251488	3.73559709936602	0.00587338588193467	0.0694339836167895	-2.2266565741217
17294565	Adgrv1	adhesion G protein-coupled receptor V1	ENSMUSG00000069170	1.64018742573457	6.10672929297083	7.31606661780447	8.8083609647383e-05	0.0116802298303966	2.00972186138204
17315606	Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	ENSMUSG00000022489	1.62343102097275	8.12952192357065	4.41402037252229	0.00231453840542205	0.0446437987029237	-1.27548863973581
17218328	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)	ENSMUSG00000066800	1.61376264268247	5.72995766169723	6.06360254049382	0.000316932962525497	0.0188433658419682	0.741878131111607
17519738	Cd109	CD109 antigen	ENSMUSG00000046186	1.61062145184529	9.03392004033486	2.86914765942521	0.0211325970882294	0.13324358516649	-3.52278989738153
17409649	Vcam1	vascular cell adhesion molecule 1	ENSMUSG00000027962	1.60954043871991	8.31268064095149	4.5362847098204	0.0019711194281896	0.0413534755857999	-1.11142322312245
17352680	Abhd3	abhydrolase domain containing 3	ENSMUSG00000002475	1.60342470727327	7.17465851943022	3.70545176248161	0.00613099989777593	0.0707821721117358	-2.27042626589525
17388284	Mdk	midkine	ENSMUSG00000027239	1.60286469354156	7.50539164157778	5.61037421405789	0.000527401753304907	0.022927707884656	0.229206098605355
17337513	Gabbr1	gamma-aminobutyric acid (GABA) B receptor, 1	ENSMUSG00000024462	1.59226634573296	9.27687950790992	5.11278685378398	0.000951919125611861	0.0302785653840148	-0.369439328310362
17474067	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	ENSMUSG00000030376	1.58904785102436	6.93507099454592	7.3495006588254	8.53215282290555e-05	0.0116802298303966	2.04079529134153
17509976	Slc25a42	solute carrier family 25, member 42	ENSMUSG00000002346	1.57994683376698	7.36164891066143	5.91310205221249	0.000374237173000303	0.0203250106096607	0.574998818028615
17350591	Sncaip	synuclein, alpha interacting protein (synphilin)	ENSMUSG00000024534	1.57724912089955	8.6848516168126	6.40255520916098	0.000220205239321615	0.0162270207225732	1.10584751215148
17422138	Gpr153	G protein-coupled receptor 153	ENSMUSG00000042804	1.55911076671403	7.08235892103468	5.35955618897937	0.000707250512795572	0.0264068595078732	-0.0677752674536682
17363559	Fam189a2	family with sequence similarity 189, member A2	ENSMUSG00000071604	1.55840351674186	7.30280729063626	13.5165178091761	9.68900103137505e-07	0.00297197816773264	6.03748623153719
17421312	Dhrs3	dehydrogenase/reductase (SDR family) member 3	ENSMUSG00000066026	1.53207418185891	6.46026602842044	7.99721899941307	4.70172832690144e-05	0.0102005298798925	2.61691911709073
17252081	Pld2	phospholipase D2	ENSMUSG00000020828	1.51931190729439	8.19124376286874	4.9567037717561	0.00115379633560103	0.0329385640230269	-0.565159782015232
17442765	Tmem132c	transmembrane protein 132C	ENSMUSG00000034324	1.50560751132684	6.57751821422377	13.9775527944079	7.50534598878166e-07	0.00297197816773264	6.23613140930406
17334956	Crebrf	CREB3 regulatory factor	ENSMUSG00000048249	1.50193720774284	5.88988434035999	5.27965850808719	0.000777941443096957	0.0275299897636253	-0.16440973532459
17400599	Txnip	thioredoxin interacting protein	ENSMUSG00000038393	1.4893430771774	9.41423986875098	2.87642470979002	0.0208992850514695	0.132585920986975	-3.51167513923236
17539467	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	ENSMUSG00000031367	1.47669364553169	7.50777195114505	7.62848952437836	6.5685183215569e-05	0.0111578926913686	2.29488229004544
17466838	Hoxa6	homeobox A6	ENSMUSG00000043219	1.47516018115066	7.68765750133022	3.57382295401996	0.00740591912275578	0.0776038981338394	-2.46289314655438
17219148	Ccdc190	coiled-coil domain containing 190	ENSMUSG00000070532	1.46119162336498	5.95776356012524	5.23792085227663	0.000817922858894675	0.0281511752150164	-0.215284298638561
17220584	Slc30a10	solute carrier family 30, member 10	ENSMUSG00000026614	1.44317155437524	6.3527481851663	3.27785288433857	0.0114218885142064	0.0975108333485553	-2.90291293514784
17466863	Hoxa9	homeobox A9	ENSMUSG00000038227	1.44243235021378	5.31191327723041	2.0302575652719	0.0772773184738654	0.27382830278562	-4.79153822772088
17386210	Lrp2	low density lipoprotein receptor-related protein 2	ENSMUSG00000027070	1.43716976371117	5.81442868758635	5.91586671322964	0.000373086762810229	0.0203250106096607	0.578094145599324
17470561	Rimklb	ribosomal modification protein rimK-like family member B	ENSMUSG00000040649	1.43493413934222	7.55621992436393	4.24106544395204	0.00291591733793698	0.0496507023641028	-1.5115177030459
17250162	Hist3h2ba	histone cluster 3, H2ba	ENSMUSG00000056895	1.43317190475449	5.63507315551182	5.25229738520424	0.000803902519845165	0.0279024917808019	-0.197729977890906
17286682	Bmp6	bone morphogenetic protein 6	ENSMUSG00000039004	1.42580685412464	5.06711070146531	7.85983911291326	5.31769782104075e-05	0.0102005298798925	2.49872269535408
17317056	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENSMUSG00000022425	1.42537844438684	8.08743524673698	3.63404435167348	0.00679066388950891	0.0743446680495886	-2.3745705898411
17465636	Plxna4	plexin A4	ENSMUSG00000029765	1.41350356500948	6.65787084507173	5.88668439319766	0.000385429234153821	0.0205432834803411	0.545364877555238
17389608	Meis2	Meis homeobox 2	ENSMUSG00000027210	1.4080445331806	9.33790749785808	4.38482443765164	0.00240581689466794	0.0454215717110807	-1.31500954149935
17240077	Hey2	hairy/enhancer-of-split related with YRPW motif 2	ENSMUSG00000019789	1.4072404596507	7.71736899272297	3.20182258628324	0.0127892337404326	0.103075190109796	-3.01734485060154
17367139	Slc39a12	solute carrier family 39 (zinc transporter), member 12	ENSMUSG00000036949	1.38686696906652	7.13207390114585	5.51668073050249	0.000587913612024414	0.0244236634072807	0.119393110457384
17383373	1700007K13Rik	RIKEN cDNA 1700007K13 gene	ENSMUSG00000026831	1.38513272143851	8.44737957993402	6.86241114951655	0.000137272284560825	0.0135287535001454	1.57439378256699
17392609	Cst3	cystatin C	ENSMUSG00000027447	1.37845487375886	10.6645376621926	7.45795279439815	7.70032625054503e-05	0.0112587413930451	2.14066364265947
17530183	Ephb1	Eph receptor B1	ENSMUSG00000032537	1.37622823355824	7.44798269964592	10.7698317307411	5.3608102215328e-06	0.00646826397508595	4.6140232835583
17253937	Rhbdl3	rhomboid, veinlet-like 3 (Drosophila)	ENSMUSG00000017692	1.37390621243208	6.77708440739214	3.34101010525425	0.0104034476758346	0.0923790382447322	-2.80825423048322
17320813	Nell2	NEL-like 2	ENSMUSG00000022454	1.3650017709603	8.40375994355402	4.5558684046301	0.00192145201939165	0.0407956683763509	-1.08536059178956
17229984	Ackr1	atypical chemokine receptor 1 (Duffy blood group)	ENSMUSG00000037872	1.36492613538625	4.91188277563752	13.445792850121	1.00832906511774e-06	0.00297197816773264	6.00611185370879
17405397	Pfn2	profilin 2	ENSMUSG00000027805	1.33633703078018	9.00191453388919	4.20453365669547	0.00306343750080437	0.0505500664811436	-1.56195524077785
17496102	Gsg1l	GSG1-like	ENSMUSG00000046182	1.33511780057194	6.23712882864464	7.70941404007146	6.09717374026568e-05	0.010950593302252	2.3668787196852
17231174	Syt14	synaptotagmin XIV	ENSMUSG00000016200	1.32842407529454	5.82344950416515	10.283228357933	7.5567661599871e-06	0.00662728807846365	4.31081978937308
17315507	Hoxc9	homeobox C9	ENSMUSG00000036139	1.3252289831238	5.71953697394202	2.49884570585156	0.0373664005262999	0.180371456746111	-4.08871950654796
17327539	Pcp4	Purkinje cell protein 4	ENSMUSG00000090223	1.30859138067464	6.90596637268644	7.06069950549078	0.000112773989335346	0.0126357778254464	1.76785602604343
17381143	Myt1	myelin transcription factor 1	ENSMUSG00000010505	1.3084698590857	6.45595097124581	3.23028469684992	0.0122581913679791	0.101192973904286	-2.9744486378934
17318312	Nrbp2	nuclear receptor binding protein 2	ENSMUSG00000075590	1.30515623925008	8.11645911732841	3.8075299131556	0.00530430986921641	0.0661301114901791	-2.12269638431404
17514087	2310022B05Rik	RIKEN cDNA 2310022B05 gene	ENSMUSG00000031983	1.30442310297984	8.69907669282776	3.42253219620855	0.00922877739203488	0.086816941875721	-2.68665308804711
17409621	S1pr1	sphingosine-1-phosphate receptor 1	ENSMUSG00000045092	1.29916294943005	8.22865339869987	3.69051033014345	0.00626313965695069	0.0715167416895421	-2.29216407625075
17538152	Frmpd3	FERM and PDZ domain containing 3	ENSMUSG00000042425	1.29507227817776	5.07735901903618	9.67020596444728	1.18910938922166e-05	0.00734062959851664	3.90260144186766
17377498	Pygb	brain glycogen phosphorylase	ENSMUSG00000033059	1.29112851863346	9.40790315891465	4.269146199598	0.00280774755236798	0.0488048619018578	-1.47288536719893
17414456	Hsdl2	hydroxysteroid dehydrogenase like 2	ENSMUSG00000028383	1.28784907211783	8.55109233111865	5.93794220237214	0.000364039467301098	0.0202489952927249	0.602769781554804
17381940	Nebl	nebulette	ENSMUSG00000053702	1.28081181822246	6.52826462765315	3.0444712362502	0.0161952599530133	0.11712287180506	-3.25560763532012
17213548	Nrp2	neuropilin 2	ENSMUSG00000025969	1.27956146882324	7.79275699248752	4.30458074559421	0.00267740419158124	0.0475294019050505	-1.42430717729481
17354101	Dpysl3	dihydropyrimidinase-like 3	ENSMUSG00000024501	1.26820280736971	8.65701549308548	4.63501135094379	0.00173415666174298	0.0388933338952895	-0.980646502589703
17473248	Ttyh1	tweety family member 1	ENSMUSG00000030428	1.26793581596275	10.8143069511574	3.5005952221428	0.00823510651145399	0.0819936675113829	-2.57087344411305
17330918	Alcam	activated leukocyte cell adhesion molecule	ENSMUSG00000022636	1.26531487783405	7.86127012684983	6.8600755110185	0.000137593976015126	0.0135287535001454	1.57208486627735
17277387	Fos	FBJ osteosarcoma oncogene	ENSMUSG00000021250	1.26431626481022	8.78826147517721	2.32243556227005	0.0491301200650419	0.210714617268613	-4.35643371067332
17410729	Bmpr1b	bone morphogenetic protein receptor, type 1B	ENSMUSG00000052430	1.25848771298707	7.34805560558643	6.83174575823231	0.00014156312985134	0.0135287535001454	1.54402277457481
17281748	Trim9	tripartite motif-containing 9	ENSMUSG00000021071	1.25637192491562	8.41059947200399	4.60768658152578	0.00179647572051059	0.0393248716498852	-1.01668889100238
17512153	Cdh11	cadherin 11	ENSMUSG00000031673	1.25237788537881	7.85462046415778	3.25999015423377	0.0117286535349716	0.0988076431588893	-2.92975240830415
17240693	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	ENSMUSG00000056073	1.25030550439779	6.70825266098194	5.01082246242037	0.00107893829146878	0.031800826571783	-0.496864063686173
17394297	Pltp	phospholipid transfer protein	ENSMUSG00000017754	1.24431755970238	6.95038112950833	5.25635534372863	0.000799992928570841	0.0278112926273834	-0.192780866840877
17421588	Fbxo2	F-box protein 2	ENSMUSG00000041556	1.2350569342503	7.54534661226092	4.67251619854993	0.00165241956151631	0.0380792494462961	-0.931367200776029
17317167	Has2	hyaluronan synthase 2	ENSMUSG00000022367	1.23293120571925	5.81957439359462	5.06980501034625	0.00100334945830625	0.031024944543139	-0.422954727844536
17232853	Mical1	microtubule associated monooxygenase, calponin and LIM domain containing 1	ENSMUSG00000019823	1.22726943823348	5.64110594887747	5.74234502454827	0.000453475367670848	0.0214786924691784	0.381631531802874
17276906	Smoc1	SPARC related modular calcium binding 1	ENSMUSG00000021136	1.22657528228567	10.0257149022976	3.02518018871427	0.0166739890889509	0.11879637771272	-3.28493175872978
17246790	Gatsl3	GATS protein-like 3	ENSMUSG00000020424	1.22555413587869	5.81621481088028	4.9508714767423	0.00116219657145058	0.0329874980360846	-0.57254742982767
17537271	Zfp711	zinc finger protein 711	ENSMUSG00000025529	1.22447652509906	5.65786883678448	5.2732574435616	0.000783931541463901	0.027606861897689	-0.172194497599667
17229891	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	ENSMUSG00000007097	1.22400024003837	8.56144138622867	4.11547787971329	0.00345794806425815	0.0533522527439204	-1.68574889731341
17314164	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	ENSMUSG00000022619	1.22233366407044	6.17741320853433	7.13553992190693	0.000104822832783682	0.0122253855461097	1.83957806752477
17268581	Pcgf2	polycomb group ring finger 2	ENSMUSG00000018537	1.22117511031478	5.62143182102285	8.15749909652954	4.08135752934678e-05	0.00996071483304862	2.7522070887884
17292174	Atxn1	ataxin 1	ENSMUSG00000046876	1.21822571281339	7.42156281661406	5.44393205595018	0.000640166611388709	0.0251123585910584	0.0332052915238759
17295266	Plp2	proteolipid protein 2	ENSMUSG00000031146	1.20254958165935	6.42479559285981	4.67391224799532	0.00164945913428652	0.0380792494462961	-0.929537138088913
17224977	Dner	delta/notch-like EGF repeat containing	ENSMUSG00000036766	1.19519807841573	8.86474436022518	2.31662634964093	0.0495753010328437	0.211897688003032	-4.3652021357206
17395844	Stmn3	stathmin-like 3	ENSMUSG00000027581	1.19476976220421	7.26662327744373	4.02435645224142	0.00391898382971984	0.0564880506432641	-1.81362804602666
17226387	Dpp10	dipeptidylpeptidase 10	ENSMUSG00000036815	1.19378811066912	4.64521328508241	4.44979429865439	0.0022077819377274	0.0438531185034639	-1.22724337554413
17309268	Ednrb	endothelin receptor type B	ENSMUSG00000022122	1.19132983093984	11.4876310787735	3.20147318580617	0.0127959013029863	0.103075190109796	-3.01787186212887
17307522	Dleu7	deleted in lymphocytic leukemia, 7	ENSMUSG00000048281	1.185090179047	5.54502527155494	8.55542515705733	2.89987006621791e-05	0.00938150678617725	3.07635299319985
17341080	Thbs2	thrombospondin 2	ENSMUSG00000023885	1.18063443712681	6.25702678261051	7.22385955259576	9.62295293813978e-05	0.0119971677061532	1.92331938029361
17476752	Rhpn2	rhophilin, Rho GTPase binding protein 2	ENSMUSG00000030494	1.17362984228685	5.53372180832527	8.01337366316983	4.63467094783487e-05	0.0102005298798925	2.63068123933769
17341179	Dll1	delta-like 1 (Drosophila)	ENSMUSG00000014773	1.17013175583145	7.60995453156832	2.97123152141904	0.018092872140551	0.123548327280236	-3.36704719364789
17532045	Plcd1	phospholipase C, delta 1	ENSMUSG00000010660	1.1679196435437	6.65960865449783	8.97421291371214	2.05214157101431e-05	0.0084628297289477	3.40030663542255
17243910	Mybpc1	myosin binding protein C, slow-type	ENSMUSG00000020061	1.16649041931204	6.34358025090443	3.6398005853247	0.00673477711400325	0.0741192226098211	-2.36615162183298
17433328	Per3	period circadian clock 3	ENSMUSG00000028957	1.16584601847202	6.94521905102531	9.58662097046207	1.26735475470672e-05	0.00734062959851664	3.84453695001175
17484331	Dpysl4	dihydropyrimidinase-like 4	ENSMUSG00000025478	1.16516132408866	6.99184476719534	5.48873053760508	0.000607413515304792	0.024699225302507	0.0863753531799958
17315530	Hoxc5	homeobox C5	ENSMUSG00000022485	1.16343917461209	4.14486267107479	3.87720513014481	0.00480910827766994	0.0625818751454673	-2.02266415698147
17350762	Megf10	multiple EGF-like-domains 10	ENSMUSG00000024593	1.15989518519967	7.95888772286668	8.15467318976319	4.09147245592148e-05	0.00996071483304862	2.74984580518586
17330684	Tagln3	transgelin 3	ENSMUSG00000022658	1.15933601120627	6.84388378328334	6.3767981487368	0.000226274170108122	0.0162270207225732	1.0787557539083
17405208	Frem2	Fras1 related extracellular matrix protein 2	ENSMUSG00000037016	1.15143595443597	6.24584225343118	4.68907415716335	0.0016176764951948	0.0377655153027265	-0.909681339940578
17303625	Nr1d2	nuclear receptor subfamily 1, group D, member 2	ENSMUSG00000021775	1.14641953792542	7.15282225862738	4.57523727913772	0.00187366465545019	0.0402214344411642	-1.05964287912495
17224661	Epha4	Eph receptor A4	ENSMUSG00000026235	1.13356105401986	8.23931428097469	3.34532631842751	0.0103374446231976	0.0920189520767438	-2.80179916565196
17213270	Gm973	predicted gene 973	ENSMUSG00000047361	1.13291029936896	6.35480890457476	5.02635900900157	0.00105844107734159	0.0314268918065179	-0.477342640937575
17391734	4930402H24Rik	RIKEN cDNA 4930402H24 gene	ENSMUSG00000027309	1.13109196355134	8.73798934329421	4.23393126756752	0.002944111217969	0.0500153776122628	-1.5213516476879
17506631	Tubb3	tubulin, beta 3 class III	ENSMUSG00000062380	1.12927415083016	6.64837403757244	3.00119299532067	0.017289961608433	0.12093689013576	-3.3214238127831
17280749	Tspan13	tetraspanin 13	ENSMUSG00000020577	1.12257774396506	8.45545484396077	9.56709674846246	1.28644981773404e-05	0.00734062959851664	3.83088777997821
17500662	Zdhhc2	zinc finger, DHHC domain containing 2	ENSMUSG00000039470	1.12235641889672	8.69677667520683	6.06464357341059	0.000316571936467493	0.0188433658419682	0.74302101706593
17511259	Junb	jun B proto-oncogene	ENSMUSG00000052837	1.11781671048751	7.53603021051799	2.38032807438525	0.0449068267701793	0.199501083990477	-4.26886319846322
17447726	Hs3st1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	ENSMUSG00000051022	1.11760219292021	5.64232574613002	8.47327690263582	3.10848634547762e-05	0.00938150678617725	3.01077302154792
17385816	Kcnh7	potassium voltage-gated channel, subfamily H (eag-related), member 7	ENSMUSG00000059742	1.11711441590503	5.77968830594209	5.21115075740696	0.000844749254791878	0.0285438404738321	-0.24805740151802
17392690	Acss1	acyl-CoA synthetase short-chain family member 1	ENSMUSG00000027452	1.11674301095814	8.3283939694075	3.84820722925221	0.00500890099009481	0.063766484259464	-2.06421552758989
17287901	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	ENSMUSG00000055254	1.11526815791154	7.49348941269187	2.52324968225261	0.0359804119182562	0.176989359578851	-4.05151515073375
17320844	Dbx2	developing brain homeobox 2	ENSMUSG00000045608	1.11501859664436	6.58119729065415	2.36772452431896	0.0457940856771895	0.201953872859376	-4.28795532892503
17285851	Hist1h2bc	histone cluster 1, H2bc	ENSMUSG00000018102	1.1136011940205	10.3820374184452	6.65010828230429	0.000170235563868589	0.0148908068024246	1.36159782544769
17294215	Irx1	Iroquois related homeobox 1 (Drosophila)	ENSMUSG00000060969	1.11185361207469	7.06399251875043	4.37181141890876	0.00244775191464774	0.0457750709348737	-1.33266693850732
